=== PHASE A: Spawning child, writing pattern, sustained hold ===
CHECK 2026-07-30T05:47:52.737881 matches=0 nonzero=0 1520, 249.19, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:52.972378 matches=0 nonzero=0 1520, 249.00, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:53.231965 matches=0 nonzero=0 1520, 249.01, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:53.925787 matches=0 nonzero=0 1520, 248.55, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:54.099043 matches=0 nonzero=0 1520, 248.78, 1
4, 196.28, 0
CHECK 2026-07-30T05:47:54.352902 matches=0 nonzero=0 1520, 248.43, 0
4, 196.29, 0
CHECK 2026-07-30T05:47:54.519950 matches=0 nonzero=0 1520, 249.13, 0
4, 196.25, 0
CHECK 2026-07-30T05:47:54.804601 matches=0 nonzero=0 1520, 249.17, 0
4, 196.33, 0
CHECK 2026-07-30T05:47:55.097344 matches=0 nonzero=0 1520, 249.05, 1
4, 196.32, 0
CHECK 2026-07-30T05:47:55.421788 matches=0 nonzero=0 1520, 248.60, 1
4, 196.32, 0
CHECK 2026-07-30T05:47:55.700623 matches=0 nonzero=0 1520, 249.05, 0
4, 196.32, 0
CHECK 2026-07-30T05:47:56.057620 matches=0 nonzero=0 1520, 249.05, 0
4, 196.26, 0
CHECK 2026-07-30T05:47:56.209746 matches=0 nonzero=0 1520, 248.91, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:56.757125 matches=0 nonzero=0 1520, 248.15, 0
4, 196.20, 0
CHECK 2026-07-30T05:47:56.908783 matches=0 nonzero=0 1520, 248.78, 1
4, 196.19, 0
CHECK 2026-07-30T05:47:57.052237 matches=0 nonzero=0 1520, 248.91, 1
4, 196.19, 0
CHECK 2026-07-30T05:47:57.314895 matches=0 nonzero=0 1520, 249.27, 0
4, 196.20, 0
CHECK 2026-07-30T05:47:57.811239 matches=0 nonzero=0 1520, 249.02, 0
4, 196.21, 0
CHECK 2026-07-30T05:47:57.968114 matches=0 nonzero=0 1520, 249.04, 0
4, 196.23, 0
CHECK 2026-07-30T05:47:58.117438 matches=0 nonzero=0 1520, 248.80, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:58.471629 matches=0 nonzero=0 1520, 249.00, 1
4, 196.26, 0
CHECK 2026-07-30T05:47:58.722064 matches=0 nonzero=0 1520, 249.05, 0
4, 196.22, 0
CHECK 2026-07-30T05:47:58.871578 matches=0 nonzero=0 1520, 249.22, 0
4, 196.23, 0
CHECK 2026-07-30T05:47:59.020206 matches=0 nonzero=0 1520, 249.34, 1
4, 196.20, 0
CHECK 2026-07-30T05:47:59.309369 matches=0 nonzero=0 1520, 249.38, 1
4, 196.23, 0
CHECK 2026-07-30T05:47:59.589985 matches=0 nonzero=0 1520, 249.14, 0
4, 196.24, 0
CHECK 2026-07-30T05:47:59.955889 matches=0 nonzero=0 1520, 248.58, 0
4, 196.21, 0
CHECK 2026-07-30T05:48:00.255305 matches=0 nonzero=0 1520, 248.58, 0
4, 196.26, 0
CHECK 2026-07-30T05:48:00.407788 matches=0 nonzero=0 1520, 248.91, 1
4, 196.25, 0
CHECK 2026-07-30T05:48:00.555185 matches=0 nonzero=0 1520, 248.94, 0
4, 196.19, 0
CHECK 2026-07-30T05:48:00.707044 matches=0 nonzero=0 1520, 249.18, 1
4, 196.19, 0
CHECK 2026-07-30T05:48:00.851649 matches=0 nonzero=0 1520, 249.19, 1
4, 196.20, 0
CHECK 2026-07-30T05:48:01.002485 matches=0 nonzero=0 1520, 249.20, 0
4, 196.20, 0
CHECK 2026-07-30T05:48:01.281808 matches=0 nonzero=0 1520, 248.95, 1
4, 196.16, 0
CHECK 2026-07-30T05:48:01.615404 matches=0 nonzero=0 1520, 248.72, 0
4, 196.16, 0
CHECK 2026-07-30T05:48:01.770597 matches=0 nonzero=0 1520, 248.77, 1
4, 196.14, 0
CHECK 2026-07-30T05:48:01.916493 matches=0 nonzero=0 1520, 249.02, 0
4, 196.15, 0
CHECK 2026-07-30T05:48:02.059899 matches=0 nonzero=0 1520, 249.13, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:02.211303 matches=0 nonzero=0 1520, 249.48, 1
4, 196.15, 0
CHECK 2026-07-30T05:48:02.357681 matches=0 nonzero=0 1520, 249.41, 0
4, 196.15, 0
CHECK 2026-07-30T05:48:02.511008 matches=0 nonzero=0 1520, 250.16, 1
4, 196.09, 0
CHECK 2026-07-30T05:48:02.802040 matches=0 nonzero=0 1520, 249.85, 0
4, 196.13, 0
CHECK 2026-07-30T05:48:02.952711 matches=0 nonzero=0 1520, 249.38, 0
4, 196.14, 0
CHECK 2026-07-30T05:48:03.308392 matches=0 nonzero=0 1520, 249.21, 1
4, 196.15, 0
CHECK 2026-07-30T05:48:03.458788 matches=0 nonzero=0 1520, 249.13, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:03.680969 matches=0 nonzero=0 1520, 249.04, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:03.824845 matches=0 nonzero=0 1520, 249.27, 1
4, 196.10, 0
CHECK 2026-07-30T05:48:04.094140 matches=0 nonzero=0 1520, 248.95, 1
4, 196.08, 0
CHECK 2026-07-30T05:48:04.240195 matches=0 nonzero=0 1520, 249.75, 1
4, 196.08, 0
CHECK 2026-07-30T05:48:04.543912 matches=0 nonzero=0 1520, 249.12, 0
4, 196.05, 0
CHECK 2026-07-30T05:48:04.853118 matches=0 nonzero=0 1520, 249.26, 1
4, 196.06, 0
CHECK 2026-07-30T05:48:05.142816 matches=0 nonzero=0 1520, 249.00, 0
4, 196.12, 0
CHECK 2026-07-30T05:48:05.288923 matches=0 nonzero=0 1520, 248.64, 1
4, 196.13, 0
CHECK 2026-07-30T05:48:05.561643 matches=0 nonzero=0 1520, 248.65, 0
4, 196.19, 0
CHECK 2026-07-30T05:48:05.715869 matches=0 nonzero=0 1520, 248.93, 0
4, 196.21, 0
CHECK 2026-07-30T05:48:05.858640 matches=0 nonzero=0 1520, 248.99, 0
4, 196.15, 0
CHECK 2026-07-30T05:48:06.010853 matches=0 nonzero=0 1520, 249.18, 0
4, 196.18, 0
CHECK 2026-07-30T05:48:06.307540 matches=0 nonzero=0 1520, 249.04, 1
4, 196.20, 0
CHECK 2026-07-30T05:48:06.457019 matches=0 nonzero=0 1520, 249.08, 1
4, 196.17, 0
CHECK 2026-07-30T05:48:06.610549 matches=0 nonzero=0 1520, 249.39, 0
4, 196.23, 0
CHECK 2026-07-30T05:48:06.899056 matches=0 nonzero=0 1520, 249.30, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:07.043193 matches=0 nonzero=0 1520, 249.47, 1
4, 196.23, 0
CHECK 2026-07-30T05:48:07.324130 matches=0 nonzero=0 1520, 249.48, 0
4, 196.18, 0
CHECK 2026-07-30T05:48:07.467190 matches=0 nonzero=0 1520, 249.46, 0
4, 196.20, 0
CHECK 2026-07-30T05:48:07.615819 matches=0 nonzero=0 1520, 249.32, 1
4, 196.17, 0
CHECK 2026-07-30T05:48:07.912941 matches=0 nonzero=0 1520, 249.08, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:08.060442 matches=0 nonzero=0 1520, 249.13, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:08.356705 matches=0 nonzero=0 1520, 249.39, 0
4, 196.18, 0
CHECK 2026-07-30T05:48:08.646873 matches=0 nonzero=0 1520, 248.88, 0
4, 196.25, 0
CHECK 2026-07-30T05:48:08.797710 matches=0 nonzero=0 1520, 249.01, 1
4, 196.26, 0
CHECK 2026-07-30T05:48:08.954316 matches=0 nonzero=0 1520, 249.30, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:09.122885 matches=0 nonzero=0 1520, 249.28, 0
4, 196.28, 0
CHECK 2026-07-30T05:48:09.445392 matches=0 nonzero=0 1520, 248.82, 0
4, 196.38, 0
CHECK 2026-07-30T05:48:09.590912 matches=0 nonzero=0 1520, 249.31, 1
4, 196.33, 0
CHECK 2026-07-30T05:48:09.846963 matches=0 nonzero=0 1520, 248.74, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:10.003613 matches=0 nonzero=0 1520, 248.75, 0
4, 196.32, 0
CHECK 2026-07-30T05:48:10.279860 matches=0 nonzero=0 1520, 248.63, 0
4, 196.32, 0
CHECK 2026-07-30T05:48:10.425538 matches=0 nonzero=0 1520, 249.20, 1
4, 196.31, 0
CHECK 2026-07-30T05:48:10.569340 matches=0 nonzero=0 1520, 249.18, 1
4, 196.23, 0
CHECK 2026-07-30T05:48:10.717005 matches=0 nonzero=0 1520, 249.16, 0
4, 196.26, 0
CHECK 2026-07-30T05:48:10.860196 matches=0 nonzero=0 1520, 249.55, 1
4, 196.16, 0
CHECK 2026-07-30T05:48:11.215081 matches=0 nonzero=0 1520, 249.20, 1
4, 196.12, 0
CHECK 2026-07-30T05:48:11.571891 matches=0 nonzero=0 1520, 249.07, 0
4, 196.15, 0
CHECK 2026-07-30T05:48:11.720417 matches=0 nonzero=0 1520, 249.45, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:12.013693 matches=0 nonzero=0 1520, 249.07, 0
4, 196.16, 0
CHECK 2026-07-30T05:48:12.168720 matches=0 nonzero=0 1520, 249.14, 1
4, 196.24, 0
CHECK 2026-07-30T05:48:12.319195 matches=0 nonzero=0 1520, 249.18, 0
4, 196.28, 0
CHECK 2026-07-30T05:48:12.469564 matches=0 nonzero=0 1520, 249.03, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:12.768698 matches=0 nonzero=0 1520, 248.77, 0
4, 196.25, 0
CHECK 2026-07-30T05:48:12.917714 matches=0 nonzero=0 1520, 248.99, 0
4, 196.21, 0
CHECK 2026-07-30T05:48:13.209548 matches=0 nonzero=0 1520, 248.98, 0
4, 196.22, 0
CHECK 2026-07-30T05:48:13.355944 matches=0 nonzero=0 1520, 248.97, 0
4, 196.14, 0
CHECK 2026-07-30T05:48:13.510108 matches=0 nonzero=0 1520, 248.96, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:13.864498 matches=0 nonzero=0 1520, 248.83, 1
4, 196.15, 0
CHECK 2026-07-30T05:48:14.153338 matches=0 nonzero=0 1520, 248.55, 0
4, 196.11, 0
CHECK 2026-07-30T05:48:14.320055 matches=0 nonzero=0 1520, 248.98, 0
4, 196.10, 0
CHECK 2026-07-30T05:48:14.485898 matches=0 nonzero=0 1520, 248.61, 1
4, 196.10, 0
CHECK 2026-07-30T05:48:14.781314 matches=0 nonzero=0 1520, 248.69, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:15.141451 matches=0 nonzero=0 1520, 248.66, 0
4, 196.16, 0
CHECK 2026-07-30T05:48:15.292684 matches=0 nonzero=0 1520, 248.60, 1
4, 196.16, 0
CHECK 2026-07-30T05:48:15.644232 matches=0 nonzero=0 1520, 248.54, 0
4, 196.14, 0
CHECK 2026-07-30T05:48:15.800066 matches=0 nonzero=0 1520, 248.54, 1
4, 196.13, 0
CHECK 2026-07-30T05:48:15.992598 matches=0 nonzero=0 1520, 248.78, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:16.261118 matches=0 nonzero=0 1520, 248.52, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:16.561642 matches=0 nonzero=0 1520, 248.56, 0
4, 196.21, 0
CHECK 2026-07-30T05:48:16.718936 matches=0 nonzero=0 1520, 249.05, 0
4, 196.26, 0
CHECK 2026-07-30T05:48:16.863939 matches=0 nonzero=0 1520, 248.83, 1
4, 196.26, 0
CHECK 2026-07-30T05:48:17.185069 matches=0 nonzero=0 1520, 248.82, 0
4, 196.27, 0
CHECK 2026-07-30T05:48:17.336547 matches=0 nonzero=0 1520, 248.76, 0
4, 196.25, 0
CHECK 2026-07-30T05:48:17.477369 matches=0 nonzero=0 1520, 249.45, 1
4, 196.25, 0
CHECK 2026-07-30T05:48:17.779606 matches=0 nonzero=0 1520, 249.43, 0
4, 196.25, 0
CHECK 2026-07-30T05:48:18.087062 matches=0 nonzero=0 1520, 249.45, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:18.232013 matches=0 nonzero=0 1520, 249.39, 1
4, 196.25, 0
CHECK 2026-07-30T05:48:18.374704 matches=0 nonzero=0 1520, 249.31, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:18.647419 matches=0 nonzero=0 1520, 248.49, 1
4, 196.30, 0
CHECK 2026-07-30T05:48:18.990652 matches=0 nonzero=0 1520, 248.51, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:19.292337 matches=0 nonzero=0 1520, 248.48, 0
4, 196.29, 0
CHECK 2026-07-30T05:48:19.442723 matches=0 nonzero=0 1520, 248.52, 1
4, 196.24, 0
CHECK 2026-07-30T05:48:19.799074 matches=0 nonzero=0 1520, 248.96, 0
4, 196.27, 0
CHECK 2026-07-30T05:48:20.133021 matches=0 nonzero=0 1520, 249.08, 0
4, 196.26, 0
CHECK 2026-07-30T05:48:20.447227 matches=0 nonzero=0 1520, 248.74, 0
4, 196.27, 0
CHECK 2026-07-30T05:48:20.597150 matches=0 nonzero=0 1520, 248.84, 1
4, 196.27, 0
CHECK 2026-07-30T05:48:20.745491 matches=0 nonzero=0 1520, 248.81, 0
4, 196.25, 0
CHECK 2026-07-30T05:48:21.022132 matches=0 nonzero=0 1520, 248.84, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:21.165231 matches=0 nonzero=0 1520, 248.91, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:21.315786 matches=0 nonzero=0 1520, 249.28, 0
4, 196.20, 0
CHECK 2026-07-30T05:48:21.578877 matches=0 nonzero=0 1520, 249.03, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:21.724844 matches=0 nonzero=0 1520, 249.25, 0
4, 196.19, 0
CHECK 2026-07-30T05:48:21.867334 matches=0 nonzero=0 1520, 249.53, 1
4, 196.18, 0
CHECK 2026-07-30T05:48:22.145260 matches=0 nonzero=0 1520, 249.38, 0
4, 196.23, 0
CHECK 2026-07-30T05:48:22.297815 matches=0 nonzero=0 1520, 249.35, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:22.618660 matches=0 nonzero=0 1520, 249.24, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:22.972433 matches=0 nonzero=0 1520, 249.01, 0
4, 196.16, 0
CHECK 2026-07-30T05:48:23.120120 matches=0 nonzero=0 1520, 249.69, 0
4, 196.16, 0
CHECK 2026-07-30T05:48:23.418841 matches=0 nonzero=0 1520, 249.73, 1
4, 196.19, 0
CHECK 2026-07-30T05:48:23.737085 matches=0 nonzero=0 1520, 249.16, 0
4, 196.23, 0
CHECK 2026-07-30T05:48:23.882907 matches=0 nonzero=0 1520, 249.60, 0
4, 196.21, 0
CHECK 2026-07-30T05:48:24.028392 matches=0 nonzero=0 1520, 249.49, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:24.172357 matches=0 nonzero=0 1520, 249.68, 1
4, 196.22, 0
CHECK 2026-07-30T05:48:24.321084 matches=0 nonzero=0 1520, 248.97, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:24.654952 matches=0 nonzero=0 1520, 249.00, 1
4, 196.19, 0
CHECK 2026-07-30T05:48:25.062463 matches=0 nonzero=0 1520, 248.75, 1
4, 196.20, 0
CHECK 2026-07-30T05:48:25.347794 matches=0 nonzero=0 1520, 248.67, 0
4, 196.22, 0
CHECK 2026-07-30T05:48:25.637477 matches=0 nonzero=0 1520, 248.67, 0
4, 196.23, 0
CHECK 2026-07-30T05:48:25.786789 matches=0 nonzero=0 1520, 248.35, 1
4, 196.25, 0
CHECK 2026-07-30T05:48:25.931028 matches=0 nonzero=0 1520, 248.47, 0
4, 196.21, 0
CHECK 2026-07-30T05:48:26.073503 matches=0 nonzero=0 1520, 248.66, 0
4, 196.18, 0
CHECK 2026-07-30T05:48:26.220279 matches=0 nonzero=0 1520, 249.07, 1
4, 196.17, 0
CHECK 2026-07-30T05:48:26.365119 matches=0 nonzero=0 1520, 249.08, 1
4, 196.15, 0
CHECK 2026-07-30T05:48:26.514846 matches=0 nonzero=0 1520, 249.42, 0
4, 196.12, 0
CHECK 2026-07-30T05:48:26.841002 matches=0 nonzero=0 1520, 249.15, 1
4, 196.16, 0
CHECK 2026-07-30T05:48:27.210800 matches=0 nonzero=0 1520, 248.88, 0
4, 196.19, 0
CHECK 2026-07-30T05:48:27.504368 matches=0 nonzero=0 1520, 248.71, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:27.653731 matches=0 nonzero=0 1520, 248.48, 1
4, 196.19, 0
CHECK 2026-07-30T05:48:27.798776 matches=0 nonzero=0 1520, 248.66, 1
4, 196.16, 0
CHECK 2026-07-30T05:48:27.940012 matches=0 nonzero=0 1520, 249.05, 0
4, 196.17, 0
CHECK 2026-07-30T05:48:28.081566 matches=0 nonzero=0 1520, 249.60, 0
4, 196.15, 0
CHECK 2026-07-30T05:48:28.224106 matches=0 nonzero=0 1520, 249.56, 1
4, 196.15, 0
CHECK 2026-07-30T05:48:28.365550 matches=0 nonzero=0 1520, 249.54, 1
4, 196.10, 0
CHECK 2026-07-30T05:48:28.515679 matches=0 nonzero=0 1520, 249.90, 0
4, 196.09, 0
CHECK 2026-07-30T05:48:28.657619 matches=0 nonzero=0 1520, 249.92, 0
4, 196.04, 0
CHECK 2026-07-30T05:48:28.807107 matches=0 nonzero=0 1520, 250.00, 0
4, 196.03, 0
CHECK 2026-07-30T05:48:29.111136 matches=0 nonzero=0 1520, 249.45, 1
4, 196.05, 0
CHECK 2026-07-30T05:48:29.426266 matches=0 nonzero=0 1520, 249.39, 0
4, 196.07, 0
CHECK 2026-07-30T05:48:29.568976 matches=0 nonzero=0 1520, 249.36, 1
4, 196.14, 0
CHECK 2026-07-30T05:48:29.716247 matches=0 nonzero=0 1520, 249.06, 0
4, 196.16, 0
CHECK 2026-07-30T05:48:29.856738 matches=0 nonzero=0 1520, 248.94, 0
4, 196.23, 0
CHECK 2026-07-30T05:48:30.006453 matches=0 nonzero=0 1520, 249.24, 1
4, 196.23, 0
CHECK 2026-07-30T05:48:30.153787 matches=0 nonzero=0 1520, 249.46, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:30.299666 matches=0 nonzero=0 1520, 249.98, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:30.538051 matches=0 nonzero=0 1520, 250.08, 0
4, 196.23, 0
CHECK 2026-07-30T05:48:30.742929 matches=0 nonzero=0 1520, 249.66, 0
4, 196.27, 0
CHECK 2026-07-30T05:48:30.884429 matches=0 nonzero=0 1520, 249.36, 1
4, 196.31, 0
CHECK 2026-07-30T05:48:31.199351 matches=0 nonzero=0 1520, 249.05, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:31.590927 matches=0 nonzero=0 1520, 249.05, 0
4, 196.38, 0
CHECK 2026-07-30T05:48:31.736684 matches=0 nonzero=0 1520, 249.41, 0
4, 196.37, 0
CHECK 2026-07-30T05:48:31.881486 matches=0 nonzero=0 1520, 249.32, 1
4, 196.39, 0
CHECK 2026-07-30T05:48:32.152153 matches=0 nonzero=0 1520, 248.96, 0
4, 196.34, 0
CHECK 2026-07-30T05:48:32.456074 matches=0 nonzero=0 1520, 248.90, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:32.606839 matches=0 nonzero=0 1520, 249.18, 1
4, 196.26, 0
CHECK 2026-07-30T05:48:32.751047 matches=0 nonzero=0 1520, 249.07, 0
4, 196.25, 0
CHECK 2026-07-30T05:48:32.900785 matches=0 nonzero=0 1520, 249.33, 1
4, 196.22, 0
CHECK 2026-07-30T05:48:33.191763 matches=0 nonzero=0 1520, 249.44, 0
4, 196.19, 0
CHECK 2026-07-30T05:48:33.478957 matches=0 nonzero=0 1520, 249.46, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:33.623541 matches=0 nonzero=0 1520, 249.11, 1
4, 196.21, 0
CHECK 2026-07-30T05:48:33.902093 matches=0 nonzero=0 1520, 248.07, 0
4, 196.27, 0
CHECK 2026-07-30T05:48:34.746195 matches=0 nonzero=0 1520, 248.06, 0
4, 196.29, 0
CHECK 2026-07-30T05:48:35.048570 matches=0 nonzero=0 1520, 248.15, 1
4, 196.27, 0
CHECK 2026-07-30T05:48:35.323309 matches=0 nonzero=0 1520, 248.21, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:35.692976 matches=0 nonzero=0 1520, 248.32, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:35.970408 matches=0 nonzero=0 1520, 248.44, 0
4, 196.24, 0
CHECK 2026-07-30T05:48:36.349091 matches=0 nonzero=0 1520, 248.36, 0
4, 196.20, 0
CHECK 2026-07-30T05:48:36.706906 matches=0 nonzero=0 1520, 248.35, 0
4, 196.20, 0
CHECK 2026-07-30T05:48:37.076111 matches=0 nonzero=0 1520, 248.12, 0
4, 196.20, 0
CHECK 2026-07-30T05:48:37.227417 matches=0 nonzero=0 1520, 248.81, 1
4, 196.27, 0
CHECK 2026-07-30T05:48:37.509022 matches=0 nonzero=0 1520, 248.77, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:37.811606 matches=0 nonzero=0 1520, 248.63, 0
4, 196.31, 0
CHECK 2026-07-30T05:48:37.971467 matches=0 nonzero=0 1520, 248.93, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:38.255027 matches=0 nonzero=0 1520, 248.74, 1
4, 196.33, 0
CHECK 2026-07-30T05:48:38.538255 matches=0 nonzero=0 1520, 248.96, 0
4, 196.35, 0
CHECK 2026-07-30T05:48:38.688704 matches=0 nonzero=0 1520, 249.05, 1
4, 196.29, 0
CHECK 2026-07-30T05:48:38.983925 matches=0 nonzero=0 1520, 249.06, 0
4, 196.27, 0
CHECK 2026-07-30T05:48:39.127197 matches=0 nonzero=0 1520, 249.02, 0
4, 196.29, 0
CHECK 2026-07-30T05:48:39.270976 matches=0 nonzero=0 1520, 248.84, 1
4, 196.37, 0
CHECK 2026-07-30T05:48:39.626136 matches=0 nonzero=0 1520, 248.69, 0
4, 196.34, 0
CHECK 2026-07-30T05:48:39.768188 matches=0 nonzero=0 1520, 248.79, 0
4, 196.40, 0
CHECK 2026-07-30T05:48:40.109153 matches=0 nonzero=0 1520, 248.72, 1
4, 196.36, 0
CHECK 2026-07-30T05:48:40.255702 matches=0 nonzero=0 1520, 248.82, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:40.556326 matches=0 nonzero=0 1520, 248.88, 0
4, 196.29, 0
CHECK 2026-07-30T05:48:40.707674 matches=0 nonzero=0 1520, 248.73, 1
4, 196.30, 0
CHECK 2026-07-30T05:48:41.032680 matches=0 nonzero=0 1520, 248.30, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:41.481911 matches=0 nonzero=0 1520, 248.41, 1
4, 196.26, 0
CHECK 2026-07-30T05:48:41.753940 matches=0 nonzero=0 1520, 248.45, 0
4, 196.32, 0
CHECK 2026-07-30T05:48:42.031667 matches=0 nonzero=0 1520, 248.51, 1
4, 196.40, 0
CHECK 2026-07-30T05:48:42.369789 matches=0 nonzero=0 1520, 248.51, 0
4, 196.40, 0
CHECK 2026-07-30T05:48:42.523716 matches=0 nonzero=0 1520, 248.69, 0
4, 196.41, 0
CHECK 2026-07-30T05:48:42.687895 matches=0 nonzero=0 1520, 248.97, 1
4, 196.33, 0
CHECK 2026-07-30T05:48:42.944202 matches=0 nonzero=0 1520, 248.62, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:43.087264 matches=0 nonzero=0 1520, 248.73, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:43.232742 matches=0 nonzero=0 1520, 248.68, 1
4, 196.26, 0
CHECK 2026-07-30T05:48:43.376096 matches=0 nonzero=0 1520, 248.71, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:43.523152 matches=0 nonzero=0 1520, 248.98, 0
4, 196.29, 0
CHECK 2026-07-30T05:48:43.665900 matches=0 nonzero=0 1520, 248.98, 0
4, 196.36, 0
CHECK 2026-07-30T05:48:43.814026 matches=0 nonzero=0 1520, 248.87, 1
4, 196.42, 0
CHECK 2026-07-30T05:48:43.956544 matches=0 nonzero=0 1520, 249.12, 1
4, 196.42, 0
CHECK 2026-07-30T05:48:44.111019 matches=0 nonzero=0 1520, 249.49, 1
4, 196.39, 0
CHECK 2026-07-30T05:48:44.256873 matches=0 nonzero=0 1520, 249.57, 1
4, 196.41, 0
CHECK 2026-07-30T05:48:44.411646 matches=0 nonzero=0 1520, 249.71, 0
4, 196.41, 0
CHECK 2026-07-30T05:48:44.702661 matches=0 nonzero=0 1520, 249.57, 0
4, 196.42, 0
CHECK 2026-07-30T05:48:44.853483 matches=0 nonzero=0 1520, 249.69, 1
4, 196.36, 0
CHECK 2026-07-30T05:48:45.124092 matches=0 nonzero=0 1520, 249.13, 0
4, 196.35, 0
CHECK 2026-07-30T05:48:45.269902 matches=0 nonzero=0 1520, 248.95, 1
4, 196.37, 0
CHECK 2026-07-30T05:48:45.558590 matches=0 nonzero=0 1520, 248.66, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:45.715059 matches=0 nonzero=0 1520, 249.15, 0
4, 196.32, 0
CHECK 2026-07-30T05:48:45.858241 matches=0 nonzero=0 1520, 249.44, 1
4, 196.33, 0
CHECK 2026-07-30T05:48:46.169522 matches=0 nonzero=0 1520, 249.35, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:46.316719 matches=0 nonzero=0 1520, 249.67, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:46.648797 matches=0 nonzero=0 1520, 249.20, 1
4, 196.30, 0
CHECK 2026-07-30T05:48:46.965159 matches=0 nonzero=0 1520, 248.71, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:47.170604 matches=0 nonzero=0 1520, 248.67, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:47.319373 matches=0 nonzero=0 1520, 248.45, 0
4, 196.31, 0
CHECK 2026-07-30T05:48:47.460672 matches=0 nonzero=0 1520, 248.37, 0
4, 196.31, 0
CHECK 2026-07-30T05:48:47.612799 matches=0 nonzero=0 1520, 248.65, 1
4, 196.28, 0
CHECK 2026-07-30T05:48:47.760022 matches=0 nonzero=0 1520, 248.70, 0
4, 196.31, 0
CHECK 2026-07-30T05:48:48.088480 matches=0 nonzero=0 1520, 248.53, 1
4, 196.37, 0
CHECK 2026-07-30T05:48:48.441913 matches=0 nonzero=0 1520, 248.55, 0
4, 196.40, 0
CHECK 2026-07-30T05:48:48.588917 matches=0 nonzero=0 1520, 248.40, 0
4, 196.43, 0
CHECK 2026-07-30T05:48:48.884720 matches=0 nonzero=0 1520, 248.37, 0
4, 196.36, 0
CHECK 2026-07-30T05:48:49.417461 matches=0 nonzero=0 1520, 248.73, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:49.574411 matches=0 nonzero=0 1520, 248.64, 1
4, 196.34, 0
CHECK 2026-07-30T05:48:49.724943 matches=0 nonzero=0 1520, 249.03, 0
4, 196.35, 0
CHECK 2026-07-30T05:48:50.028917 matches=0 nonzero=0 1520, 248.94, 0
4, 196.38, 0
CHECK 2026-07-30T05:48:50.174325 matches=0 nonzero=0 1520, 248.94, 1
4, 196.34, 0
CHECK 2026-07-30T05:48:50.322528 matches=0 nonzero=0 1520, 249.33, 0
4, 196.33, 0
CHECK 2026-07-30T05:48:50.468256 matches=0 nonzero=0 1520, 249.19, 1
4, 196.31, 0
CHECK 2026-07-30T05:48:50.751949 matches=0 nonzero=0 1520, 248.79, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:50.901292 matches=0 nonzero=0 1520, 248.51, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:51.400312 matches=0 nonzero=0 1520, 248.46, 0
4, 196.32, 0
